vint_moyy,fico_bkt,fico_bkt_coupon
201501,580-620,0.1616032679738562
201501,620-660,0.14158203753351206
201501,660-700,0.11296976744186046
201501,700-740,0.09736129032258065
201501,740+,0.05413294117647059
201501,<540,0.20088840579710146
201502,540-580,0.18431851265822785
201502,580-620,0.16388264840182648
201502,620-660,0.14368181818181816
201502,660-700,0.11742378640776699
201502,700-740,0.10502857142857142
201502,740+,0.07752231404958677
201502,<540,0.20172829218106997
201503,540-580,0.17204039087947884
201503,580-620,0.15974035714285714
201503,620-660,0.1391945868945869
201503,660-700,0.1234258064516129
201503,700-740,0.10708666666666666
201503,740+,0.07166689189189189
201503,<540,0.2010632731958763
201504,540-580,0.1752423184357542
201504,580-620,0.155052016689847
201504,620-660,0.14857560240963855
201504,660-700,0.12635893719806765
201504,700-740,0.12695882352941176
201504,740+,0.08411621621621622
201504,<540,0.19695203452527746
201505,540-580,0.17541616257088846
201505,580-620,0.1612958669354839
201505,620-660,0.14655225409836065
201505,660-700,0.12917465437788017
201505,700-740,0.12117613636363635
201505,740+,0.08470409836065573
201505,<540,0.19717089151450054
201506,540-580,0.17556159860990445
201506,580-620,0.1577343724364233
201506,620-660,0.1496930034129693
201506,660-700,0.1333846153846154
201506,700-740,0.11341545454545454
201506,740+,0.07510133333333334
201506,<540,0.1959463394342762
201507,540-580,0.17512848
201507,580-620,0.1598756692913386
201507,620-660,0.1478110465116279
201507,660-700,0.12456542372881356
201507,700-740,0.11171478260869565
201507,740+,0.08291395348837209
201507,<540,0.19766892886345053
201508,540-580,0.17368258823529412
201508,580-620,0.15842148148148147
201508,620-660,0.1457848484848485
201508,660-700,0.1247731843575419
201508,700-740,0.11437321428571429
201508,740+,0.07345174129353234
201508,<540,0.1922343296327925
201509,540-580,0.1759487111111111
201509,580-620,0.1599900714853058
201509,620-660,0.1387843870967742
201509,660-700,0.10550024752475248
201509,700-740,0.0739195020746888
201509,740+,0.043822507122507126
201509,<540,0.19245677966101693
201510,540-580,0.17748753462603878
